bd
Unknown Command! (H for help)
B0> bd

MESSAGE: Download initiated press ESC to quit
*B0 B1 0000001DB0 24-07-2023 04:42:47
*B0 B1 0000001DB0 24-07-2023 05:42:47
*B0 B1 0000001DB0 24-07-2023 06:42:47
*B0 B1 0000001DB0 24-07-2023 07:42:47
*B0 B1 0000001DB0 24-07-2023 08:42:48
*B0 B1 0000001DB0 24-07-2023 09:42:48
*B0 B1 0000001DB0 24-07-2023 10:42:48
*B0 B1 0000001DB0 24-07-2023 11:42:48
*B0 B1 0000001DB0 24-07-2023 12:42:49
*B0 B1 0000001DB0 24-07-2023 13:42:49
*B0 B1 0000001DB0 24-07-2023 14:42:49
*B0 B1 0000001DB0 24-07-2023 15:42:49
*B0 B1 0000001DB0 24-07-2023 16:42:49
*B0 B1 0000001DB0 24-07-2023 17:42:50
*B0 B1 0000001DB0 24-07-2023 18:42:50
*B0 B1 0000001DB0 24-07-2023 19:42:50
*B0 B1 0000001DB0 24-07-2023 20:42:50
*B0 B1 0000001DB0 24-07-2023 21:42:51
*B0 B1 0000001DB0 24-07-2023 22:42:51
*B0 B1 0000001DB0 24-07-2023 23:42:51
*B0 B1 0000001DB0 25-07-2023 00:42:52
*B0 B1 0000001DB0 25-07-2023 02:42:52
*B0 B1 0000001DB0 25-07-2023 03:42:52
*B0 B1 0000001DB0 25-07-2023 04:42:53
*B0 B1 0000001DB0 25-07-2023 05:42:53
*B0 B1 0000001DB0 25-07-2023 06:42:53
*B0 B1 0000001DB0 25-07-2023 07:42:54
*B0 B1 0000001DB0 25-07-2023 08:42:54
*B0 B1 0000001DB0 25-07-2023 09:42:54
*B0 B1 0000001DB0 25-07-2023 10:42:54
*B0 B1 0000001DB0 25-07-2023 11:42:55
*B0 B1 0000001DB0 25-07-2023 12:42:55
*B0 B1 0000001DB0 25-07-2023 14:42:55
*B0 B1 0000001DB0 25-07-2023 15:42:55
*B0 B1 0000001DB0 25-07-2023 16:42:56
*B0 B1 0000001DB0 25-07-2023 17:42:56
*B0 B1 0000001DB0 25-07-2023 18:42:56
*B0 B1 0000001DB0 25-07-2023 19:42:56
*B0 B1 0000001DB0 25-07-2023 20:42:56
*B0 B1 0000001DB0 25-07-2023 21:42:57
*B0 B1 0000001DB0 25-07-2023 22:42:57
*B0 B1 0000001DB0 25-07-2023 23:42:57
*B0 B1 0000001DB0 26-07-2023 00:42:58
*B0 B1 0000001DB0 26-07-2023 01:42:58
*B0 B1 0000001DB0 26-07-2023 03:42:59
*B0 B1 0000001DB0 26-07-2023 04:42:59
*B0 B1 0000001DB0 26-07-2023 05:42:59
*B0 B1 0000001DB0 26-07-2023 06:42:59
*B0 B1 0000001DB0 26-07-2023 07:43:00
*B0 B1 0000001DB0 26-07-2023 08:43:00
*B0 B1 0000001DB0 26-07-2023 09:43:00
*B0 B1 0000001DB0 26-07-2023 10:43:00
*B0 B1 0000001DB0 26-07-2023 12:43:01
*B0 B1 0000001DB0 26-07-2023 14:43:01
*B0 B1 0000001DB0 26-07-2023 15:43:01
*B0 B1 0000001DB0 26-07-2023 16:43:02
*B0 B1 0000001DB0 26-07-2023 17:43:02
*B0 B1 0000001DB0 26-07-2023 18:43:02
*B0 B1 0000001DB0 26-07-2023 19:43:02
*B0 B1 0000001DB0 26-07-2023 20:43:02
*B0 B1 0000001DB0 26-07-2023 21:43:03
*B0 B1 0000001DB0 26-07-2023 22:43:03
*B0 B1 0000001DB0 26-07-2023 23:43:03
*B0 B1 0000001DB0 27-07-2023 00:43:04
*B0 B1 0000001DB0 27-07-2023 01:43:04
*B0 B1 0000001DB0 27-07-2023 02:43:04
*B0 B1 0000001DB0 27-07-2023 03:43:05
*B0 B1 0000001DB0 27-07-2023 04:43:05
*B0 B1 0000001DB0 27-07-2023 05:43:05
*B0 B1 0000001DB0 27-07-2023 06:43:05
*B0 B1 0000001DB0 27-07-2023 07:43:06
*B0 B1 0000001DB0 27-07-2023 08:43:06
*B0 B1 0000001DB0 27-07-2023 09:43:06
*B0 B1 0000001DB0 27-07-2023 10:43:06
*B0 B1 0000001DB0 27-07-2023 11:43:07
*B0 B1 0000001DB0 27-07-2023 12:43:07
*B0 B1 0000001DB0 27-07-2023 13:43:07
*B0 B1 0000001DB0 27-07-2023 14:43:07
*B0 B1 0000001DB0 27-07-2023 15:43:07
*B0 B1 0000001DB0 27-07-2023 16:43:08
*B0 B1 0000001DB0 27-07-2023 17:43:08
*B0 B1 0000001DB0 27-07-2023 18:43:08
*B0 B1 0000001DB0 27-07-2023 19:43:08
*B0 B1 0000001DB0 27-07-2023 20:43:08
*B0 B1 0000001DB0 27-07-2023 21:43:09
*B0 B1 0000001DB0 27-07-2023 22:43:09
*B0 B1 0000001DB0 27-07-2023 23:43:09
*B0 B1 0000001DB0 28-07-2023 00:43:10
*B0 B1 0000001DB0 28-07-2023 01:43:10
*B0 B1 0000001DB0 28-07-2023 03:43:10
*B0 B1 0000001DB0 28-07-2023 04:43:11
*B0 B1 0000001DB0 28-07-2023 05:43:11
*B0 B1 0000001DB0 28-07-2023 06:43:11
*B0 B1 0000001DB0 28-07-2023 08:43:12
*B0 B1 0000001DB0 28-07-2023 09:43:12
*B0 B1 0000001DB0 28-07-2023 10:43:12
*B0 B1 0000001DB0 28-07-2023 11:43:12
*B0 B1 0000001DB0 28-07-2023 12:43:13
*B0 B1 0000001DB0 28-07-2023 13:43:13
*B0 B1 0000001DB0 28-07-2023 14:43:13
*B0 B1 0000001DB0 28-07-2023 15:43:13
*B0 B1 0000001DB0 28-07-2023 16:43:13
*B0 B1 0000001DB0 28-07-2023 17:43:13
*B0 B1 0000001DB0 28-07-2023 18:43:14
*B0 B1 0000001DB0 28-07-2023 19:43:14
*B0 B1 0000001DB0 28-07-2023 20:43:14
*B0 B1 0000001DB0 28-07-2023 21:43:14
*B0 B1 0000001DB0 28-07-2023 22:43:15
*B0 B1 0000001DB0 28-07-2023 23:43:15
*B0 B1 0000001DB0 29-07-2023 00:43:15
*B0 B1 0000001DB0 29-07-2023 01:43:15
*B0 B1 0000001DB0 29-07-2023 02:43:16
*B0 B1 0000001DB0 29-07-2023 03:43:16
*B0 B1 0000001DB0 29-07-2023 04:43:16
*B0 B1 0000001DB0 29-07-2023 05:43:17
*B0 B1 0000001DB0 29-07-2023 06:43:17
*B0 B1 0000001DB0 29-07-2023 07:43:17
*B0 B1 0000001DB0 29-07-2023 08:43:17
*B0 B1 0000001DB0 29-07-2023 09:43:18
*B0 B1 0000001DB0 29-07-2023 10:43:18
*B0 B1 0000001DB0 29-07-2023 11:43:18
*B0 B1 0000001DB0 29-07-2023 12:43:18
*B0 B1 0000001DB0 29-07-2023 13:43:18
*B0 B1 0000001DB0 29-07-2023 14:43:19
*B0 B1 0000001DB0 29-07-2023 15:43:19
*B0 B1 0000001DB0 29-07-2023 16:43:19
*B0 B1 0000001DB0 29-07-2023 17:43:19
*B0 B1 0000001DB0 29-07-2023 18:43:19
*B0 B1 0000001DB0 29-07-2023 19:43:19
*B0 B1 0000001DB0 29-07-2023 20:43:20
*B0 B1 0000001DB0 29-07-2023 21:43:20
*B0 B1 0000001DB0 29-07-2023 22:43:20
*B0 B1 0000001DB0 29-07-2023 23:43:21
*B0 B1 0000001DB0 30-07-2023 00:43:21
*B0 B1 0000001DB0 30-07-2023 01:43:21
*B0 B1 0000001DB0 30-07-2023 02:43:21
*B0 B1 0000001DB0 30-07-2023 03:43:22
*B0 B1 0000001DB0 30-07-2023 04:43:22
*B0 B1 0000001DB0 30-07-2023 06:43:23
*B0 B1 0000001DB0 30-07-2023 07:43:23
*B0 B1 0000001DB0 30-07-2023 08:43:23
*B0 B1 0000001DB0 30-07-2023 09:43:23
*B0 B1 0000001DB0 30-07-2023 10:43:24
*B0 B1 0000001DB0 30-07-2023 11:43:24
*B0 B1 0000001DB0 30-07-2023 12:43:24
*B0 B1 0000001DB0 30-07-2023 13:43:24
*B0 B1 0000001DB0 30-07-2023 14:43:24
*B0 B1 0000001DB0 30-07-2023 15:43:25
*B0 B1 0000001DB0 30-07-2023 16:43:25
*B0 B1 0000001DB0 30-07-2023 17:43:25
*B0 B1 0000001DB0 30-07-2023 18:43:25
*B0 B1 0000001DB0 30-07-2023 19:43:25
*B0 B1 0000001DB0 30-07-2023 20:43:26
*B0 B1 0000001DB0 30-07-2023 21:43:26
*B0 B1 0000001DB0 30-07-2023 22:43:26
*B0 B1 0000001DB0 30-07-2023 23:43:26
*B0 B1 0000001DB0 31-07-2023 00:43:27
*B0 B1 0000001DB0 31-07-2023 01:43:27
*B0 B1 0000001DB0 31-07-2023 02:43:27
*B0 B1 0000001DB0 31-07-2023 03:43:28
*B0 B1 0000001DB0 31-07-2023 04:43:28
*B0 B1 0000001DB0 31-07-2023 05:43:28
*B0 B1 0000001DB0 31-07-2023 06:43:29
*B0 B1 0000001DB0 31-07-2023 07:43:29
*B0 B1 0000001DB0 31-07-2023 08:43:29
*B0 B1 0000001DB0 31-07-2023 09:43:29
*B0 B1 0000001DB0 31-07-2023 10:43:30
*B0 B1 0000001DB0 31-07-2023 11:43:30
*B0 B1 0000001DB0 31-07-2023 12:43:30
*B0 B1 0000001DB0 31-07-2023 13:43:30
*B0 B1 0000001DB0 31-07-2023 14:43:30
*B0 B1 0000001DB0 31-07-2023 15:43:30
*B0 B1 0000001DB0 31-07-2023 16:43:31
*B0 B1 0000001DB0 31-07-2023 17:43:31
*B0 B1 0000001DB0 31-07-2023 18:43:31
*B0 B1 0000001DB0 31-07-2023 19:43:31
*B0 B1 0000001DB0 31-07-2023 20:43:31
*B0 B1 0000001DB0 31-07-2023 21:43:32
*B0 B1 0000001DB0 31-07-2023 22:43:32
*B0 B1 0000001DB0 31-07-2023 23:43:32
*B0 B1 0000001DB0 01-08-2023 00:43:33
*B0 B1 0000001DB0 01-08-2023 01:43:33
*B0 B1 0000001DB0 01-08-2023 02:43:33
*B0 B1 0000001DB0 01-08-2023 03:43:33
*B0 B1 0000001DB0 01-08-2023 04:43:34
*B0 B1 0000001DB0 01-08-2023 05:43:34
*B0 B1 0000001DB0 01-08-2023 06:43:34
*B0 B1 0000001DB0 01-08-2023 07:43:35
*B0 B1 0000001DB0 01-08-2023 09:43:35
*B0 B1 0000001DB0 01-08-2023 11:43:37
*B0 B1 0000001DB0 01-08-2023 12:40:23
*B0 B1 0000001DB0 01-08-2023 13:40:23
*B0 B1 0000001DB0 01-08-2023 14:40:23
*B0 B1 0000001DB0 01-08-2023 15:40:23
*B0 B1 0000001DB0 01-08-2023 16:40:23
*B0 B1 0000001DB0 01-08-2023 17:40:23
*B0 B1 0000001DB0 01-08-2023 18:40:24
*B0 B1 0000001DB0 01-08-2023 19:40:24
*B0 B1 0000001DB0 01-08-2023 20:40:24
*B0 B1 0000001DB0 01-08-2023 21:40:24
*B0 B1 0000001DB0 01-08-2023 22:40:25
*B0 B1 0000001DB0 01-08-2023 23:40:25
*B0 B1 0000001DB0 02-08-2023 00:40:25
*B0 B1 0000001DB0 02-08-2023 01:40:26
*B0 B1 0000001DB0 02-08-2023 02:40:26
*B0 B1 0000001DB0 02-08-2023 03:40:26
*B0 B1 0000001DB0 02-08-2023 04:40:26
*B0 B1 0000001DB0 02-08-2023 05:40:27
*B0 B1 0000001DB0 02-08-2023 06:40:27
*B0 B1 0000001DB0 02-08-2023 07:40:27
*B0 B1 0000001DB0 02-08-2023 08:40:27
*B0 B1 0000001DB0 02-08-2023 09:40:28
*B0 B1 0000001DB0 02-08-2023 10:40:28
*B0 B1 0000001DB0 02-08-2023 11:40:28
*B0 B1 0000001DB0 02-08-2023 12:40:28
*B0 B1 0000001DB0 02-08-2023 13:40:28
*B0 B1 0000001DB0 02-08-2023 14:40:29
*B0 B1 0000001DB0 02-08-2023 15:40:29
*B0 B1 0000001DB0 02-08-2023 16:40:29
*B0 B1 0000001DB0 02-08-2023 17:40:29
*B0 B1 0000001DB0 02-08-2023 18:40:29
*B0 B1 0000001DB0 02-08-2023 19:40:29
*B0 B1 0000001DB0 02-08-2023 20:40:30
*B0 B1 0000001DB0 02-08-2023 21:40:30
*B0 B1 0000001DB0 02-08-2023 22:40:30
*B0 B1 0000001DB0 02-08-2023 23:40:30
*B0 B1 0000001DB0 03-08-2023 00:40:31
*B0 B1 0000001DB0 03-08-2023 01:40:31
*B0 B1 0000001DB0 03-08-2023 02:40:31
*B0 B1 0000001DB0 03-08-2023 03:40:32
*B0 B1 0000001DB0 03-08-2023 04:40:32
*B0 B1 0000001DB0 03-08-2023 05:40:32
*B0 B1 0000001DB0 03-08-2023 06:40:32
*B0 B1 0000001DB0 03-08-2023 07:40:33
*B0 B1 0000001DB0 03-08-2023 08:40:33
*B0 B1 0000001DB0 03-08-2023 09:40:33
*B0 B1 0000001DB0 03-08-2023 10:40:33
*B0 B1 0000001DB0 03-08-2023 11:40:34
*B0 B1 0000001DB0 03-08-2023 12:40:34
*B0 B1 0000001DB0 03-08-2023 13:40:34
*B0 B1 0000001DB0 03-08-2023 14:40:34
*B0 B1 0000001DB0 03-08-2023 16:40:34
*B0 B1 0000001DB0 03-08-2023 18:40:35
*B0 B1 0000001DB0 03-08-2023 19:40:35
*B0 B1 0000001DB0 03-08-2023 20:40:35
*B0 B1 0000001DB0 03-08-2023 21:40:35
*B0 B1 0000001DB0 03-08-2023 22:40:36
*B0 B1 0000001DB0 03-08-2023 23:40:36
*B0 B1 0000001DB0 04-08-2023 00:40:36
*B0 B1 0000001DB0 04-08-2023 01:40:36
*B0 B1 0000001DB0 04-08-2023 02:40:37
*B0 B1 0000001DB0 04-08-2023 03:40:37
*B0 B1 0000001DB0 04-08-2023 04:40:37
*B0 B1 0000001DB0 04-08-2023 05:40:38
*B0 B1 0000001DB0 04-08-2023 06:40:38
*B0 B1 0000001DB0 04-08-2023 07:40:38
*B0 B1 0000001DB0 04-08-2023 08:40:38
*B0 B1 0000001DB0 04-08-2023 09:40:39
*B0 B1 0000001DB0 04-08-2023 10:40:39
*B0 B1 0000001DB0 04-08-2023 11:40:39
*B0 B1 0000001DB0 04-08-2023 12:40:39
*B0 B1 0000001DB0 04-08-2023 13:40:40
*B0 B1 0000001DB0 04-08-2023 14:40:40
*B0 B1 0000001DB0 04-08-2023 15:40:40
*B0 B1 0000001DB0 04-08-2023 16:40:40
*B0 B1 0000001DB0 04-08-2023 17:40:41
*B0 B1 0000001DB0 04-08-2023 18:40:41
*B0 B1 0000001DB0 04-08-2023 19:40:41
*B0 B1 0000001DB0 04-08-2023 20:40:41
*B0 B1 0000001DB0 04-08-2023 21:40:42
*B0 B1 0000001DB0 04-08-2023 22:40:42
*B0 B1 0000001DB0 05-08-2023 00:40:43
*B0 B1 0000001DB0 05-08-2023 01:40:43
*B0 B1 0000001DB0 05-08-2023 02:40:43
*B0 B1 0000001DB0 05-08-2023 03:40:43
*B0 B1 0000001DB0 05-08-2023 04:40:44
*B0 B1 0000001DB0 05-08-2023 05:40:44
*B0 B1 0000001DB0 05-08-2023 06:40:44
*B0 B1 0000001DB0 05-08-2023 07:40:45
*B0 B1 0000001DB0 05-08-2023 08:40:45
*B0 B1 0000001DB0 05-08-2023 09:40:45
*B0 B1 0000001DB0 05-08-2023 10:40:45
*B0 B1 0000001DB0 05-08-2023 11:40:46
*B0 B1 0000001DB0 05-08-2023 12:40:46
*B0 B1 0000001DB0 05-08-2023 13:40:46
*B0 B1 0000001DB0 05-08-2023 14:40:46
*B0 B1 0000001DB0 05-08-2023 15:40:46
*B0 B1 0000001DB0 05-08-2023 16:40:47
*B0 B1 0000001DB0 05-08-2023 17:40:47
*B0 B1 0000001DB0 05-08-2023 18:40:47
*B0 B1 0000001DB0 05-08-2023 19:40:47
*B0 B1 0000001DB0 05-08-2023 20:40:48
*B0 B1 0000001DB0 05-08-2023 21:40:48
*B0 B1 0000001DB0 05-08-2023 22:40:48
*B0 B1 0000001DB0 05-08-2023 23:40:48
*B0 B1 0000001DB0 06-08-2023 00:40:49
*B0 B1 0000001DB0 06-08-2023 01:40:49
*B0 B1 0000001DB0 06-08-2023 02:40:49
*B0 B1 0000001DB0 06-08-2023 03:40:50
*B0 B1 0000001DB0 06-08-2023 04:40:50
*B0 B1 0000001DB0 06-08-2023 05:40:50
*B0 B1 0000001DB0 06-08-2023 06:40:51
*B0 B1 0000001DB0 06-08-2023 07:40:51
*B0 B1 0000001DB0 06-08-2023 08:40:51
*B0 B1 0000001DB0 06-08-2023 09:40:51
*B0 B1 0000001DB0 06-08-2023 10:40:52
*B0 B1 0000001DB0 06-08-2023 11:40:52
*B0 B1 0000001DB0 06-08-2023 12:40:52
*B0 B1 0000001DB0 06-08-2023 13:40:52
*B0 B1 0000001DB0 06-08-2023 14:40:53
*B0 B1 0000001DB0 06-08-2023 15:40:53
*B0 B1 0000001DB0 06-08-2023 16:40:53
*B0 B1 0000001DB0 06-08-2023 17:40:53
*B0 B1 0000001DB0 06-08-2023 18:40:53
*B0 B1 0000001DB0 06-08-2023 19:40:54
*B0 B1 0000001DB0 06-08-2023 20:40:54
*B0 B1 0000001DB0 06-08-2023 21:40:54
*B0 B1 0000001DB0 06-08-2023 22:40:54
*B0 B1 0000001DB0 06-08-2023 23:40:55
*B0 B1 0000001DB0 07-08-2023 00:40:55
*B0 B1 0000001DB0 07-08-2023 01:40:55
*B0 B1 0000001DB0 07-08-2023 02:40:55
*B0 B1 0000001DB0 07-08-2023 03:40:56
*B0 B1 0000001DB0 07-08-2023 04:40:56
*B0 B1 0000001DB0 07-08-2023 05:40:56
*B0 B1 0000001DB0 07-08-2023 06:40:57
*B0 B1 0000001DB0 07-08-2023 08:40:57
*B0 B1 0000001DB0 07-08-2023 09:40:57
*B0 B1 0000001DB0 07-08-2023 10:40:58
*B0 B1 0000001DB0 07-08-2023 11:40:58
*B0 B1 0000001DB0 07-08-2023 12:40:58
*B0 B1 0000001DB0 07-08-2023 13:40:59
*B0 B1 0000001DB0 07-08-2023 14:40:59
*B0 B1 0000001DB0 07-08-2023 15:40:59
*B0 B1 0000001DB0 07-08-2023 16:40:59
*B0 B1 0000001DB0 07-08-2023 17:40:59
*B0 B1 0000001DB0 07-08-2023 18:41:00
*B0 B1 0000001DB0 07-08-2023 19:41:00
*B0 B1 0000001DB0 07-08-2023 20:41:00
*B0 B1 0000001DB0 07-08-2023 21:41:00
*B0 B1 0000001DB0 07-08-2023 22:41:01
*B0 B1 0000001DB0 07-08-2023 23:41:01
*B0 B1 0000001DB0 08-08-2023 00:41:01
*B0 B1 0000001DB0 08-08-2023 01:41:02
*B0 B1 0000001DB0 08-08-2023 02:41:02
*B0 B1 0000001DB0 08-08-2023 03:41:02
*B0 B1 0000001DB0 08-08-2023 04:41:02
*B0 B1 0000001DB0 08-08-2023 05:41:03
*B0 B1 0000001DB0 08-08-2023 06:41:03
*B0 B1 0000001DB0 08-08-2023 07:41:03
*B0 B1 0000001DB0 08-08-2023 08:41:04
*B0 B1 0000001DB0 08-08-2023 09:41:04
*B0 B1 0000001DB0 08-08-2023 10:41:04
*B0 B1 0000001DB0 08-08-2023 11:41:04
*B0 B1 0000001DB0 08-08-2023 12:41:04
*B0 B1 0000001DB0 08-08-2023 13:41:05
*B0 B1 0000001DB0 08-08-2023 15:41:05
*B0 B1 0000001DB0 08-08-2023 16:41:05
*B0 B1 0000001DB0 08-08-2023 17:41:05
*B0 B1 0000001DB0 08-08-2023 18:41:05
*B0 B1 0000001DB0 08-08-2023 19:41:06
*B0 B1 0000001DB0 08-08-2023 20:41:06
*B0 B1 0000001DB0 08-08-2023 21:41:06
*B0 B1 0000001DB0 08-08-2023 22:41:06
*B0 B1 0000001DB0 08-08-2023 23:41:07
*B0 B1 0000001DB0 09-08-2023 00:41:07
*B0 B1 0000001DB0 09-08-2023 01:41:07
*B0 B1 0000001DB0 09-08-2023 02:41:08
*B0 B1 0000001DB0 09-08-2023 03:41:08
*B0 B1 0000001DB0 09-08-2023 04:41:08
*B0 B1 0000001DB0 09-08-2023 05:41:09
*B0 B1 0000001DB0 09-08-2023 07:41:09
*B0 B1 0000001DB0 09-08-2023 08:41:09
*B0 B1 0000001DB0 09-08-2023 09:41:10
*B0 B1 0000001DB0 09-08-2023 10:41:10
*B0 B1 0000001DB0 09-08-2023 11:41:10
*B0 B1 0000001DB0 09-08-2023 12:41:10
*B0 B1 0000001DB0 09-08-2023 13:41:11
*B0 B1 0000001DB0 09-08-2023 14:41:11
*B0 B1 0000001DB0 09-08-2023 15:41:11
*B0 B1 0000001DB0 09-08-2023 16:41:11
*B0 B1 0000001DB0 09-08-2023 17:41:11
*B0 B1 0000001DB0 09-08-2023 18:41:11
*B0 B1 0000001DB0 09-08-2023 20:41:12
*B0 B1 0000001DB0 09-08-2023 21:41:12
*B0 B1 0000001DB0 09-08-2023 22:41:13
*B0 B1 0000001DB0 09-08-2023 23:41:13
*B0 B1 0000001DB0 10-08-2023 00:41:13
*B0 B1 0000001DB0 10-08-2023 01:41:13
*B0 B1 0000001DB0 10-08-2023 02:41:14
*B0 B1 0000001DB0 10-08-2023 03:41:14
*B0 B1 0000001DB0 10-08-2023 04:41:14
*B0 B1 0000001DB0 10-08-2023 05:41:15
*B0 B1 0000001DB0 10-08-2023 07:41:15
*B0 B1 0000001DB0 10-08-2023 08:41:15
*B0 B1 0000001DB0 10-08-2023 09:41:16
*B0 B1 0000001DB0 10-08-2023 10:41:16
*B0 B1 0000001DB0 10-08-2023 11:41:16
*B0 B1 0000001DB0 10-08-2023 12:41:16
*B0 B1 0000001DB0 10-08-2023 13:41:17
*B0 B1 0000001DB0 10-08-2023 14:41:17
*B0 B1 0000001DB0 10-08-2023 15:41:17
*B0 B1 0000001DB0 10-08-2023 16:41:17
*B0 B1 0000001DB0 10-08-2023 17:41:17
*B0 B1 0000001DB0 10-08-2023 18:41:18
*B0 B1 0000001DB0 10-08-2023 19:41:18
*B0 B1 0000001DB0 10-08-2023 20:41:18
*B0 B1 0000001DB0 10-08-2023 21:41:18
*B0 B1 0000001DB0 10-08-2023 22:41:19
*B0 B1 0000001DB0 10-08-2023 23:41:19
*B0 B1 0000001DB0 11-08-2023 00:41:19
*B0 B1 0000001DB0 11-08-2023 01:41:19
*B0 B1 0000001DB0 11-08-2023 02:41:20
*B0 B1 0000001DB0 11-08-2023 03:41:20
*B0 B1 0000001DB0 11-08-2023 04:41:20
*B0 B1 0000001DB0 11-08-2023 05:41:21
*B0 B1 0000001DB0 11-08-2023 06:41:21
*B0 B1 0000001DB0 11-08-2023 07:41:21
*B0 B1 0000001DB0 11-08-2023 08:41:21
*B0 B1 0000001DB0 11-08-2023 09:41:22
*B0 B1 0000001DB0 11-08-2023 10:41:22
*B0 B1 0000001DB0 11-08-2023 11:41:22
*B0 B1 0000001DB0 11-08-2023 12:41:22
*B0 B1 0000001DB0 11-08-2023 13:41:23
*B0 B1 0000001DB0 11-08-2023 14:41:23
*B0 B1 0000001DB0 11-08-2023 15:41:23
*B0 B1 0000001DB0 11-08-2023 16:41:23
*B0 B1 0000001DB0 11-08-2023 17:41:23
*B0 B1 0000001DB0 11-08-2023 18:41:23
*B0 B1 0000001DB0 11-08-2023 19:41:24
*B0 B1 0000001DB0 11-08-2023 20:41:24
*B0 B1 0000001DB0 11-08-2023 21:41:24
*B0 B1 0000001DB0 11-08-2023 23:41:25
*B0 B1 0000001DB0 12-08-2023 00:41:25
*B0 B1 0000001DB0 12-08-2023 01:41:25
*B0 B1 0000001DB0 12-08-2023 02:41:26
*B0 B1 0000001DB0 12-08-2023 03:41:26
*B0 B1 0000001DB0 12-08-2023 04:41:26
*B0 B1 0000001DB0 12-08-2023 05:41:26
*B0 B1 0000001DB0 12-08-2023 06:41:27
*B0 B1 0000001DB0 12-08-2023 07:41:27
*B0 B1 0000001DB0 12-08-2023 08:41:27
*B0 B1 0000001DB0 12-08-2023 09:41:27
*B0 B1 0000001DB0 12-08-2023 10:41:28
*B0 B1 0000001DB0 12-08-2023 11:41:28
*B0 B1 0000001DB0 12-08-2023 12:41:28
*B0 B1 0000001DB0 12-08-2023 13:41:28
*B0 B1 0000001DB0 12-08-2023 14:41:28
*B0 B1 0000001DB0 12-08-2023 15:41:29
*B0 B1 0000001DB0 12-08-2023 16:41:29
*B0 B1 0000001DB0 12-08-2023 17:41:29
*B0 B1 0000001DB0 12-08-2023 18:41:29
*B0 B1 0000001DB0 12-08-2023 19:41:29
*B0 B1 0000001DB0 12-08-2023 20:41:29
*B0 B1 0000001DB0 12-08-2023 21:41:30
*B0 B1 0000001DB0 12-08-2023 22:41:30
*B0 B1 0000001DB0 12-08-2023 23:41:30
*B0 B1 0000001DB0 13-08-2023 00:41:31
*B0 B1 0000001DB0 13-08-2023 01:41:31
*B0 B1 0000001DB0 13-08-2023 02:41:31
*B0 B1 0000001DB0 13-08-2023 03:41:32
*B0 B1 0000001DB0 13-08-2023 04:41:32
*B0 B1 0000001DB0 13-08-2023 05:41:32
*B0 B1 0000001DB0 13-08-2023 06:41:32
*B0 B1 0000001DB0 13-08-2023 07:41:33
*B0 B1 0000001DB0 13-08-2023 08:41:39
*B0 B1 0000001DB0 13-08-2023 09:41:33
*B0 B1 0000001DB0 13-08-2023 10:41:33
*B0 B1 0000001DB0 13-08-2023 11:41:34
*B0 B1 0000001DB0 13-08-2023 12:41:34
*B0 B1 0000001DB0 13-08-2023 13:41:34
*B0 B1 0000001DB0 13-08-2023 14:41:34
*B0 B1 0000001DB0 13-08-2023 15:41:34
*B0 B1 0000001DB0 13-08-2023 16:41:34
*B0 B1 0000001DB0 13-08-2023 17:41:34
*B0 B1 0000001DB0 13-08-2023 18:41:35
*B0 B1 0000001DB0 13-08-2023 19:41:35
*B0 B1 0000001DB0 13-08-2023 20:41:35
*B0 B1 0000001DB0 13-08-2023 21:41:35
*B0 B1 0000001DB0 13-08-2023 22:41:36
*B0 B1 0000001DB0 13-08-2023 23:41:36
*B0 B1 0000001DB0 14-08-2023 00:41:36
*B0 B1 0000001DB0 14-08-2023 01:41:36
*B0 B1 0000001DB0 14-08-2023 02:41:37
*B0 B1 0000001DB0 14-08-2023 03:41:37
*B0 B1 0000001DB0 14-08-2023 04:41:37
*B0 B1 0000001DB0 14-08-2023 05:41:38
*B0 B1 0000001DB0 14-08-2023 06:41:38
*B0 B1 0000001DB0 14-08-2023 07:41:38
*B0 B1 0000001DB0 14-08-2023 08:41:38
*B0 B1 0000001DB0 14-08-2023 09:41:39
*B0 B1 0000001DB0 14-08-2023 10:41:39
*B0 B1 0000001DB0 14-08-2023 11:41:39
*B0 B1 0000001DB0 14-08-2023 12:41:39
*B0 B1 0000001DB0 14-08-2023 13:41:39
*B0 B1 0000001DB0 14-08-2023 15:41:39
*B0 B1 0000001DB0 14-08-2023 16:41:40
*B0 B1 0000001DB0 14-08-2023 17:41:40
*B0 B1 0000001DB0 14-08-2023 18:41:40
*B0 B1 0000001DB0 14-08-2023 19:41:40
*B0 B1 0000001DB0 14-08-2023 20:41:40
*B0 B1 0000001DB0 14-08-2023 21:41:40
*B0 B1 0000001DB0 14-08-2023 22:41:41
*B0 B1 0000001DB0 14-08-2023 23:41:41
*B0 B1 0000001DB0 15-08-2023 00:41:41
*B0 B1 0000001DB0 15-08-2023 01:41:42
*B0 B1 0000001DB0 15-08-2023 03:41:42
*B0 B1 0000001DB0 15-08-2023 04:41:42
*B0 B1 0000001DB0 15-08-2023 05:41:43
*B0 B1 0000001DB0 15-08-2023 07:19:53
*B0 B1 0000001DB0 15-08-2023 08:19:53
*B0 B1 0000001DB0 15-08-2023 10:19:53
*B0 B1 0000001DB0 15-08-2023 11:19:53
*B0 B1 0000001DB0 15-08-2023 12:19:54
*B0 B1 0000001DB0 15-08-2023 13:19:54
*B0 B1 0000001DB0 15-08-2023 14:19:54
