bd
Unknown Command! (H for help)
B0> bd

MESSAGE: Download initiated press ESC to quit
*B0 B1 0000001DB0 30-06-2023 09:40:35
*B0 B1 0000001DB0 30-06-2023 11:40:36
*B0 B1 0000001DB0 30-06-2023 12:40:36
*B0 B1 0000001DB0 30-06-2023 13:40:36
*B0 B1 0000001DB0 30-06-2023 14:40:36
*B0 B1 0000001DB0 30-06-2023 16:07:36
*B0 B1 0000001DB0 30-06-2023 16:40:36
*B0 B1 0000001DB0 30-06-2023 17:40:37
*B0 B1 0000001DB0 30-06-2023 18:40:37
*B0 B1 0000001DB0 30-06-2023 19:40:37
*B0 B1 0000001DB0 30-06-2023 20:40:37
*B0 B1 0000001DB0 30-06-2023 21:40:37
*B0 B1 0000001DB0 30-06-2023 22:40:38
*B0 B1 0000001DB0 30-06-2023 23:40:38
*B0 B1 0000001DB0 01-07-2023 00:40:38
*B0 B1 0000001DB0 01-07-2023 01:40:38
*B0 B1 0000001DB0 01-07-2023 02:40:39
*B0 B1 0000001DB0 01-07-2023 03:40:39
*B0 B1 0000001DB0 01-07-2023 04:40:39
*B0 B1 0000001DB0 01-07-2023 05:40:40
*B0 B1 0000001DB0 01-07-2023 06:40:40
*B0 B1 0000001DB0 01-07-2023 07:40:40
*B0 B1 0000001DB0 01-07-2023 08:40:40
*B0 B1 0000001DB0 01-07-2023 09:40:41
*B0 B1 0000001DB0 01-07-2023 10:40:41
*B0 B1 0000001DB0 01-07-2023 11:40:41
*B0 B1 0000001DB0 01-07-2023 12:40:41
*B0 B1 0000001DB0 01-07-2023 14:40:42
*B0 B1 0000001DB0 01-07-2023 16:40:42
*B0 B1 0000001DB0 01-07-2023 17:40:42
*B0 B1 0000001DB0 01-07-2023 18:40:42
*B0 B1 0000001DB0 01-07-2023 19:40:42
*B0 B1 0000001DB0 01-07-2023 20:40:43
*B0 B1 0000001DB0 01-07-2023 21:40:43
*B0 B1 0000001DB0 01-07-2023 22:40:43
*B0 B1 0000001DB0 01-07-2023 23:40:44
*B0 B1 0000001DB0 02-07-2023 00:40:44
*B0 B1 0000001DB0 02-07-2023 01:40:44
*B0 B1 0000001DB0 02-07-2023 02:40:44
*B0 B1 0000001DB0 02-07-2023 03:40:45
*B0 B1 0000001DB0 02-07-2023 04:40:45
*B0 B1 0000001DB0 02-07-2023 05:40:45
*B0 B1 0000001DB0 02-07-2023 06:40:46
*B0 B1 0000001DB0 02-07-2023 07:40:46
*B0 B1 0000001DB0 02-07-2023 08:40:46
*B0 B1 0000001DB0 02-07-2023 09:40:46
*B0 B1 0000001DB0 02-07-2023 10:40:46
*B0 B1 0000001DB0 02-07-2023 11:40:47
*B0 B1 0000001DB0 02-07-2023 12:40:47
*B0 B1 0000001DB0 02-07-2023 14:40:47
*B0 B1 0000001DB0 02-07-2023 15:40:47
*B0 B1 0000001DB0 02-07-2023 16:40:48
*B0 B1 0000001DB0 02-07-2023 17:40:48
*B0 B1 0000001DB0 02-07-2023 18:40:48
*B0 B1 0000001DB0 02-07-2023 19:40:48
*B0 B1 0000001DB0 02-07-2023 20:40:48
*B0 B1 0000001DB0 02-07-2023 21:40:49
*B0 B1 0000001DB0 02-07-2023 22:40:49
*B0 B1 0000001DB0 02-07-2023 23:40:49
*B0 B1 0000001DB0 03-07-2023 00:40:49
*B0 B1 0000001DB0 03-07-2023 01:40:50
*B0 B1 0000001DB0 03-07-2023 02:40:50
*B0 B1 0000001DB0 03-07-2023 04:40:51
*B0 B1 0000001DB0 03-07-2023 05:40:51
*B0 B1 0000001DB0 03-07-2023 06:40:51
*B0 B1 0000001DB0 03-07-2023 07:40:52
*B0 B1 0000001DB0 03-07-2023 08:40:52
*B0 B1 0000001DB0 03-07-2023 09:40:52
*B0 B1 0000001DB0 03-07-2023 10:40:52
*B0 B1 0000001DB0 03-07-2023 11:40:52
*B0 B1 0000001DB0 03-07-2023 12:40:53
*B0 B1 0000001DB0 03-07-2023 13:40:53
*B0 B1 0000001DB0 03-07-2023 15:40:53
*B0 B1 0000001DB0 03-07-2023 16:40:53
*B0 B1 0000001DB0 03-07-2023 17:40:53
*B0 B1 0000001DB0 03-07-2023 18:40:54
*B0 B1 0000001DB0 03-07-2023 20:40:54
*B0 B1 0000001DB0 03-07-2023 21:40:54
*B0 B1 0000001DB0 03-07-2023 22:40:55
*B0 B1 0000001DB0 03-07-2023 23:40:55
*B0 B1 0000001DB0 04-07-2023 00:40:55
*B0 B1 0000001DB0 04-07-2023 01:40:56
*B0 B1 0000001DB0 04-07-2023 02:40:56
*B0 B1 0000001DB0 04-07-2023 03:40:56
*B0 B1 0000001DB0 04-07-2023 04:40:57
*B0 B1 0000001DB0 04-07-2023 05:40:57
*B0 B1 0000001DB0 04-07-2023 06:40:57
*B0 B1 0000001DB0 04-07-2023 08:40:58
*B0 B1 0000001DB0 04-07-2023 09:40:58
*B0 B1 0000001DB0 04-07-2023 10:40:58
*B0 B1 0000001DB0 04-07-2023 11:40:58
*B0 B1 0000001DB0 04-07-2023 12:40:58
*B0 B1 0000001DB0 04-07-2023 13:40:59
*B0 B1 0000001DB0 04-07-2023 14:40:59
*B0 B1 0000001DB0 04-07-2023 15:40:59
*B0 B1 0000001DB0 04-07-2023 16:40:59
*B0 B1 0000001DB0 04-07-2023 17:40:59
*B0 B1 0000001DB0 04-07-2023 18:40:59
*B0 B1 0000001DB0 04-07-2023 19:41:00
*B0 B1 0000001DB0 04-07-2023 21:41:00
*B0 B1 0000001DB0 04-07-2023 22:41:00
*B0 B1 0000001DB0 04-07-2023 23:41:01
*B0 B1 0000001DB0 05-07-2023 00:41:01
*B0 B1 0000001DB0 05-07-2023 01:41:01
*B0 B1 0000001DB0 05-07-2023 02:41:02
*B0 B1 0000001DB0 05-07-2023 03:41:02
*B0 B1 0000001DB0 05-07-2023 04:41:02
*B0 B1 0000001DB0 05-07-2023 05:41:02
*B0 B1 0000001DB0 05-07-2023 06:41:03
*B0 B1 0000001DB0 05-07-2023 07:41:03
*B0 B1 0000001DB0 05-07-2023 08:41:03
*B0 B1 0000001DB0 05-07-2023 09:41:04
*B0 B1 0000001DB0 05-07-2023 12:41:04
*B0 B1 0000001DB0 05-07-2023 13:41:04
*B0 B1 0000001DB0 05-07-2023 14:41:04
*B0 B1 0000001DB0 05-07-2023 15:41:04
*B0 B1 0000001DB0 05-07-2023 16:41:05
*B0 B1 0000001DB0 05-07-2023 17:41:05
*B0 B1 0000001DB0 05-07-2023 18:41:05
*B0 B1 0000001DB0 05-07-2023 19:41:05
*B0 B1 0000001DB0 05-07-2023 20:41:05
*B0 B1 0000001DB0 05-07-2023 21:41:06
*B0 B1 0000001DB0 05-07-2023 22:41:06
*B0 B1 0000001DB0 05-07-2023 23:41:06
*B0 B1 0000001DB0 06-07-2023 00:41:07
*B0 B1 0000001DB0 06-07-2023 01:41:07
*B0 B1 0000001DB0 06-07-2023 02:41:07
*B0 B1 0000001DB0 06-07-2023 03:41:07
*B0 B1 0000001DB0 06-07-2023 04:41:08
*B0 B1 0000001DB0 06-07-2023 05:41:08
*B0 B1 0000001DB0 06-07-2023 06:41:08
*B0 B1 0000001DB0 06-07-2023 07:41:09
*B0 B1 0000001DB0 06-07-2023 08:41:09
*B0 B1 0000001DB0 06-07-2023 09:41:09
*B0 B1 0000001DB0 06-07-2023 10:41:09
*B0 B1 0000001DB0 06-07-2023 11:41:09
*B0 B1 0000001DB0 06-07-2023 12:41:10
*B0 B1 0000001DB0 06-07-2023 15:08:23
*B0 B1 0000001DB0 06-07-2023 16:41:22
*B0 B1 0000001DB0 06-07-2023 17:41:10
*B0 B1 0000001DB0 06-07-2023 18:41:10
*B0 B1 0000001DB0 06-07-2023 19:41:12
*B0 B1 0000001DB0 06-07-2023 20:41:11
*B0 B1 0000001DB0 06-07-2023 21:41:11
*B0 B1 0000001DB0 06-07-2023 22:41:11
*B0 B1 0000001DB0 06-07-2023 23:41:12
*B0 B1 0000001DB0 07-07-2023 00:41:12
*B0 B1 0000001DB0 07-07-2023 01:41:12
*B0 B1 0000001DB0 07-07-2023 02:41:12
*B0 B1 0000001DB0 07-07-2023 03:41:13
*B0 B1 0000001DB0 07-07-2023 04:41:13
*B0 B1 0000001DB0 07-07-2023 05:41:13
*B0 B1 0000001DB0 07-07-2023 06:41:14
*B0 B1 0000001DB0 07-07-2023 07:41:14
*B0 B1 0000001DB0 07-07-2023 08:41:14
*B0 B1 0000001DB0 07-07-2023 10:41:15
*B0 B1 0000001DB0 07-07-2023 11:41:15
*B0 B1 0000001DB0 07-07-2023 12:41:15
*B0 B1 0000001DB0 07-07-2023 13:41:15
*B0 B1 0000001DB0 07-07-2023 14:41:15
*B0 B1 0000001DB0 07-07-2023 15:41:15
*B0 B1 0000001DB0 07-07-2023 16:41:15
*B0 B1 0000001DB0 07-07-2023 17:41:15
*B0 B1 0000001DB0 07-07-2023 18:41:16
*B0 B1 0000001DB0 07-07-2023 19:41:16
*B0 B1 0000001DB0 07-07-2023 21:41:16
*B0 B1 0000001DB0 07-07-2023 22:41:17
*B0 B1 0000001DB0 07-07-2023 23:41:17
*B0 B1 0000001DB0 08-07-2023 00:41:17
*B0 B1 0000001DB0 08-07-2023 01:41:17
*B0 B1 0000001DB0 08-07-2023 02:41:18
*B0 B1 0000001DB0 08-07-2023 03:41:18
*B0 B1 0000001DB0 08-07-2023 04:41:18
*B0 B1 0000001DB0 08-07-2023 05:41:19
*B0 B1 0000001DB0 08-07-2023 06:41:19
*B0 B1 0000001DB0 08-07-2023 07:41:19
*B0 B1 0000001DB0 08-07-2023 08:41:19
*B0 B1 0000001DB0 08-07-2023 09:41:20
*B0 B1 0000001DB0 08-07-2023 10:41:20
*B0 B1 0000001DB0 08-07-2023 13:41:20
*B0 B1 0000001DB0 08-07-2023 14:41:20
*B0 B1 0000001DB0 08-07-2023 15:41:21
*B0 B1 0000001DB0 08-07-2023 17:41:21
*B0 B1 0000001DB0 08-07-2023 18:41:21
*B0 B1 0000001DB0 08-07-2023 19:41:21
*B0 B1 0000001DB0 08-07-2023 20:41:21
*B0 B1 0000001DB0 08-07-2023 21:41:22
*B0 B1 0000001DB0 08-07-2023 22:41:22
*B0 B1 0000001DB0 08-07-2023 23:41:22
*B0 B1 0000001DB0 09-07-2023 00:41:22
*B0 B1 0000001DB0 09-07-2023 01:41:23
*B0 B1 0000001DB0 09-07-2023 02:41:23
*B0 B1 0000001DB0 09-07-2023 03:41:23
*B0 B1 0000001DB0 09-07-2023 04:41:23
*B0 B1 0000001DB0 09-07-2023 05:41:24
*B0 B1 0000001DB0 09-07-2023 06:41:24
*B0 B1 0000001DB0 09-07-2023 07:41:24
*B0 B1 0000001DB0 09-07-2023 08:41:25
*B0 B1 0000001DB0 09-07-2023 09:41:25
*B0 B1 0000001DB0 09-07-2023 10:41:25
*B0 B1 0000001DB0 09-07-2023 12:41:25
*B0 B1 0000001DB0 09-07-2023 13:41:25
*B0 B1 0000001DB0 09-07-2023 14:41:26
*B0 B1 0000001DB0 09-07-2023 15:41:26
*B0 B1 0000001DB0 09-07-2023 16:41:26
*B0 B1 0000001DB0 09-07-2023 17:41:26
*B0 B1 0000001DB0 09-07-2023 19:41:26
*B0 B1 0000001DB0 09-07-2023 20:41:27
*B0 B1 0000001DB0 09-07-2023 21:41:27
*B0 B1 0000001DB0 09-07-2023 22:41:27
*B0 B1 0000001DB0 09-07-2023 23:41:27
*B0 B1 0000001DB0 10-07-2023 00:41:28
*B0 B1 0000001DB0 10-07-2023 01:41:28
*B0 B1 0000001DB0 10-07-2023 02:41:28
*B0 B1 0000001DB0 10-07-2023 03:41:28
*B0 B1 0000001DB0 10-07-2023 04:41:29
*B0 B1 0000001DB0 10-07-2023 05:41:29
*B0 B1 0000001DB0 10-07-2023 06:41:29
*B0 B1 0000001DB0 10-07-2023 07:41:30
*B0 B1 0000001DB0 10-07-2023 08:41:30
*B0 B1 0000001DB0 10-07-2023 09:41:30
*B0 B1 0000001DB0 10-07-2023 10:41:30
*B0 B1 0000001DB0 10-07-2023 12:41:31
*B0 B1 0000001DB0 10-07-2023 13:41:31
*B0 B1 0000001DB0 10-07-2023 14:41:31
*B0 B1 0000001DB0 10-07-2023 15:41:31
*B0 B1 0000001DB0 10-07-2023 16:41:32
*B0 B1 0000001DB0 10-07-2023 17:41:32
*B0 B1 0000001DB0 10-07-2023 18:41:32
*B0 B1 0000001DB0 10-07-2023 19:41:32
*B0 B1 0000001DB0 10-07-2023 21:41:33
*B0 B1 0000001DB0 10-07-2023 22:41:33
*B0 B1 0000001DB0 10-07-2023 23:41:33
*B0 B1 0000001DB0 11-07-2023 00:41:34
*B0 B1 0000001DB0 11-07-2023 01:41:34
*B0 B1 0000001DB0 11-07-2023 02:41:34
*B0 B1 0000001DB0 11-07-2023 03:41:35
*B0 B1 0000001DB0 11-07-2023 04:41:35
*B0 B1 0000001DB0 11-07-2023 06:41:35
*B0 B1 0000001DB0 11-07-2023 07:41:36
*B0 B1 0000001DB0 11-07-2023 08:41:36
*B0 B1 0000001DB0 11-07-2023 09:41:36
*B0 B1 0000001DB0 11-07-2023 10:41:37
*B0 B1 0000001DB0 11-07-2023 11:41:37
*B0 B1 0000001DB0 11-07-2023 12:41:37
*B0 B1 0000001DB0 11-07-2023 13:41:37
*B0 B1 0000001DB0 11-07-2023 15:41:38
*B0 B1 0000001DB0 11-07-2023 16:41:38
*B0 B1 0000001DB0 11-07-2023 18:41:38
*B0 B1 0000001DB0 11-07-2023 19:41:38
*B0 B1 0000001DB0 11-07-2023 20:41:39
*B0 B1 0000001DB0 11-07-2023 21:41:39
*B0 B1 0000001DB0 11-07-2023 22:41:39
*B0 B1 0000001DB0 11-07-2023 23:41:39
*B0 B1 0000001DB0 12-07-2023 00:41:41
*B0 B1 0000001DB0 12-07-2023 01:41:40
*B0 B1 0000001DB0 12-07-2023 02:41:40
*B0 B1 0000001DB0 12-07-2023 03:41:41
*B0 B1 0000001DB0 12-07-2023 04:41:41
*B0 B1 0000001DB0 12-07-2023 05:41:41
*B0 B1 0000001DB0 12-07-2023 06:41:41
*B0 B1 0000001DB0 12-07-2023 07:41:42
*B0 B1 0000001DB0 12-07-2023 08:41:42
*B0 B1 0000001DB0 12-07-2023 09:41:42
*B0 B1 0000001DB0 12-07-2023 10:41:42
*B0 B1 0000001DB0 12-07-2023 11:41:43
*B0 B1 0000001DB0 12-07-2023 12:41:43
*B0 B1 0000001DB0 12-07-2023 13:41:43
*B0 B1 0000001DB0 12-07-2023 15:41:43
*B0 B1 0000001DB0 12-07-2023 16:41:44
*B0 B1 0000001DB0 12-07-2023 17:41:44
*B0 B1 0000001DB0 12-07-2023 18:41:44
*B0 B1 0000001DB0 12-07-2023 19:41:44
*B0 B1 0000001DB0 12-07-2023 20:41:44
*B0 B1 0000001DB0 12-07-2023 21:41:45
*B0 B1 0000001DB0 12-07-2023 23:41:45
*B0 B1 0000001DB0 13-07-2023 00:41:45
*B0 B1 0000001DB0 13-07-2023 01:41:46
*B0 B1 0000001DB0 13-07-2023 02:41:46
*B0 B1 0000001DB0 13-07-2023 03:41:46
*B0 B1 0000001DB0 13-07-2023 04:41:47
*B0 B1 0000001DB0 13-07-2023 05:41:47
*B0 B1 0000001DB0 13-07-2023 06:41:47
*B0 B1 0000001DB0 13-07-2023 07:41:47
*B0 B1 0000001DB0 13-07-2023 08:41:48
*B0 B1 0000001DB0 13-07-2023 09:41:48
*B0 B1 0000001DB0 13-07-2023 10:41:48
*B0 B1 0000001DB0 13-07-2023 11:41:48
*B0 B1 0000001DB0 13-07-2023 12:41:49
*B0 B1 0000001DB0 13-07-2023 13:41:49
*B0 B1 0000001DB0 13-07-2023 14:41:49
*B0 B1 0000001DB0 13-07-2023 15:41:49
*B0 B1 0000001DB0 13-07-2023 16:41:49
*B0 B1 0000001DB0 13-07-2023 17:41:49
*B0 B1 0000001DB0 13-07-2023 18:41:50
*B0 B1 0000001DB0 13-07-2023 19:41:50
*B0 B1 0000001DB0 13-07-2023 20:41:50
*B0 B1 0000001DB0 13-07-2023 21:41:50
*B0 B1 0000001DB0 13-07-2023 22:41:51
*B0 B1 0000001DB0 13-07-2023 23:41:51
*B0 B1 0000001DB0 14-07-2023 01:41:51
*B0 B1 0000001DB0 14-07-2023 03:41:52
*B0 B1 0000001DB0 14-07-2023 04:41:52
*B0 B1 0000001DB0 14-07-2023 06:41:53
*B0 B1 0000001DB0 14-07-2023 07:41:53
*B0 B1 0000001DB0 14-07-2023 08:41:53
*B0 B1 0000001DB0 14-07-2023 09:41:54
*B0 B1 0000001DB0 14-07-2023 10:41:54
*B0 B1 0000001DB0 14-07-2023 11:41:54
*B0 B1 0000001DB0 14-07-2023 12:41:54
*B0 B1 0000001DB0 14-07-2023 13:41:54
*B0 B1 0000001DB0 14-07-2023 14:41:54
*B0 B1 0000001DB0 14-07-2023 16:41:55
*B0 B1 0000001DB0 14-07-2023 17:41:55
*B0 B1 0000001DB0 14-07-2023 18:41:55
*B0 B1 0000001DB0 14-07-2023 19:41:55
*B0 B1 0000001DB0 14-07-2023 21:41:56
*B0 B1 0000001DB0 14-07-2023 23:41:56
*B0 B1 0000001DB0 15-07-2023 00:41:57
*B0 B1 0000001DB0 15-07-2023 01:41:57
*B0 B1 0000001DB0 15-07-2023 02:41:57
*B0 B1 0000001DB0 15-07-2023 03:41:57
*B0 B1 0000001DB0 15-07-2023 04:41:58
*B0 B1 0000001DB0 15-07-2023 06:41:58
*B0 B1 0000001DB0 15-07-2023 07:41:59
*B0 B1 0000001DB0 15-07-2023 08:41:59
*B0 B1 0000001DB0 15-07-2023 09:41:59
*B0 B1 0000001DB0 15-07-2023 10:41:59
*B0 B1 0000001DB0 15-07-2023 11:41:59
*B0 B1 0000001DB0 15-07-2023 12:41:59
*B0 B1 0000001DB0 15-07-2023 13:42:00
*B0 B1 0000001DB0 15-07-2023 14:42:00
*B0 B1 0000001DB0 15-07-2023 15:42:00
*B0 B1 0000001DB0 15-07-2023 16:42:00
*B0 B1 0000001DB0 15-07-2023 17:42:00
*B0 B1 0000001DB0 15-07-2023 18:42:00
*B0 B1 0000001DB0 15-07-2023 19:42:00
*B0 B1 0000001DB0 15-07-2023 20:42:01
*B0 B1 0000001DB0 15-07-2023 21:42:01
*B0 B1 0000001DB0 15-07-2023 22:42:01
*B0 B1 0000001DB0 15-07-2023 23:42:01
*B0 B1 0000001DB0 16-07-2023 00:42:02
*B0 B1 0000001DB0 16-07-2023 01:42:02
*B0 B1 0000001DB0 16-07-2023 02:42:02
*B0 B1 0000001DB0 16-07-2023 03:42:03
*B0 B1 0000001DB0 16-07-2023 04:42:03
*B0 B1 0000001DB0 16-07-2023 05:42:03
*B0 B1 0000001DB0 16-07-2023 06:42:03
*B0 B1 0000001DB0 16-07-2023 08:42:04
*B0 B1 0000001DB0 16-07-2023 09:42:04
*B0 B1 0000001DB0 16-07-2023 10:42:04
*B0 B1 0000001DB0 16-07-2023 11:42:04
*B0 B1 0000001DB0 16-07-2023 12:42:05
*B0 B1 0000001DB0 16-07-2023 13:42:05
*B0 B1 0000001DB0 16-07-2023 14:42:05
*B0 B1 0000001DB0 16-07-2023 15:42:05
*B0 B1 0000001DB0 16-07-2023 16:42:05
*B0 B1 0000001DB0 16-07-2023 17:42:05
*B0 B1 0000001DB0 16-07-2023 18:42:05
*B0 B1 0000001DB0 16-07-2023 19:42:06
*B0 B1 0000001DB0 16-07-2023 20:42:06
*B0 B1 0000001DB0 16-07-2023 21:42:06
*B0 B1 0000001DB0 16-07-2023 22:42:06
*B0 B1 0000001DB0 16-07-2023 23:42:07
*B0 B1 0000001DB0 17-07-2023 00:42:07
*B0 B1 0000001DB0 17-07-2023 02:42:07
*B0 B1 0000001DB0 17-07-2023 05:42:08
*B0 B1 0000001DB0 17-07-2023 06:42:09
*B0 B1 0000001DB0 17-07-2023 07:42:09
*B0 B1 0000001DB0 17-07-2023 08:42:09
*B0 B1 0000001DB0 17-07-2023 09:42:09
*B0 B1 0000001DB0 17-07-2023 10:42:10
*B0 B1 0000001DB0 17-07-2023 12:42:10
*B0 B1 0000001DB0 17-07-2023 13:42:10
*B0 B1 0000001DB0 17-07-2023 14:42:11
*B0 B1 0000001DB0 17-07-2023 15:42:11
*B0 B1 0000001DB0 17-07-2023 16:42:11
*B0 B1 0000001DB0 17-07-2023 17:42:11
*B0 B1 0000001DB0 17-07-2023 18:42:11
*B0 B1 0000001DB0 17-07-2023 19:42:12
*B0 B1 0000001DB0 17-07-2023 21:42:12
*B0 B1 0000001DB0 17-07-2023 22:42:12
*B0 B1 0000001DB0 17-07-2023 23:42:13
*B0 B1 0000001DB0 18-07-2023 00:42:13
*B0 B1 0000001DB0 18-07-2023 01:42:13
*B0 B1 0000001DB0 18-07-2023 02:42:14
*B0 B1 0000001DB0 18-07-2023 03:42:14
*B0 B1 0000001DB0 18-07-2023 04:42:14
*B0 B1 0000001DB0 18-07-2023 05:42:15
*B0 B1 0000001DB0 18-07-2023 06:42:15
*B0 B1 0000001DB0 18-07-2023 07:42:15
*B0 B1 0000001DB0 18-07-2023 08:42:15
*B0 B1 0000001DB0 18-07-2023 09:42:16
*B0 B1 0000001DB0 18-07-2023 10:42:16
*B0 B1 0000001DB0 18-07-2023 11:42:16
*B0 B1 0000001DB0 18-07-2023 12:42:16
*B0 B1 0000001DB0 18-07-2023 13:42:16
*B0 B1 0000001DB0 18-07-2023 15:42:17
*B0 B1 0000001DB0 18-07-2023 16:42:17
*B0 B1 0000001DB0 18-07-2023 17:42:17
*B0 B1 0000001DB0 18-07-2023 18:42:17
*B0 B1 0000001DB0 18-07-2023 19:42:18
*B0 B1 0000001DB0 18-07-2023 20:42:18
*B0 B1 0000001DB0 18-07-2023 21:42:18
*B0 B1 0000001DB0 18-07-2023 22:42:18
*B0 B1 0000001DB0 18-07-2023 23:42:19
*B0 B1 0000001DB0 19-07-2023 00:42:19
*B0 B1 0000001DB0 19-07-2023 01:42:19
*B0 B1 0000001DB0 19-07-2023 02:42:20
*B0 B1 0000001DB0 19-07-2023 03:42:20
*B0 B1 0000001DB0 19-07-2023 04:42:20
*B0 B1 0000001DB0 19-07-2023 06:42:21
*B0 B1 0000001DB0 19-07-2023 07:42:21
*B0 B1 0000001DB0 19-07-2023 08:42:21
*B0 B1 0000001DB0 19-07-2023 09:42:21
*B0 B1 0000001DB0 19-07-2023 10:44:04
*B0 B1 0000001DB0 19-07-2023 11:42:22
*B0 B1 0000001DB0 19-07-2023 12:42:22
*B0 B1 0000001DB0 19-07-2023 16:42:23
*B0 B1 0000001DB0 19-07-2023 17:42:23
*B0 B1 0000001DB0 19-07-2023 18:42:23
*B0 B1 0000001DB0 19-07-2023 19:42:23
*B0 B1 0000001DB0 19-07-2023 20:42:23
*B0 B1 0000001DB0 19-07-2023 21:42:24
*B0 B1 0000001DB0 19-07-2023 22:42:24
*B0 B1 0000001DB0 19-07-2023 23:42:24
*B0 B1 0000001DB0 20-07-2023 00:42:24
*B0 B1 0000001DB0 20-07-2023 01:42:25
*B0 B1 0000001DB0 20-07-2023 02:42:25
*B0 B1 0000001DB0 20-07-2023 03:42:25
*B0 B1 0000001DB0 20-07-2023 04:42:26
*B0 B1 0000001DB0 20-07-2023 06:42:26
*B0 B1 0000001DB0 20-07-2023 07:42:26
*B0 B1 0000001DB0 20-07-2023 08:42:27
*B0 B1 0000001DB0 20-07-2023 09:42:27
*B0 B1 0000001DB0 20-07-2023 10:42:27
*B0 B1 0000001DB0 20-07-2023 11:42:27
*B0 B1 0000001DB0 20-07-2023 12:42:27
*B0 B1 0000001DB0 20-07-2023 13:42:28
*B0 B1 0000001DB0 20-07-2023 14:42:28
*B0 B1 0000001DB0 20-07-2023 15:42:28
*B0 B1 0000001DB0 20-07-2023 16:42:28
*B0 B1 0000001DB0 20-07-2023 17:42:28
*B0 B1 0000001DB0 20-07-2023 18:42:28
*B0 B1 0000001DB0 20-07-2023 19:42:28
*B0 B1 0000001DB0 20-07-2023 20:42:28
*B0 B1 0000001DB0 20-07-2023 21:42:29
*B0 B1 0000001DB0 20-07-2023 22:42:29
*B0 B1 0000001DB0 20-07-2023 23:42:29
*B0 B1 0000001DB0 21-07-2023 00:42:29
*B0 B1 0000001DB0 21-07-2023 01:42:30
*B0 B1 0000001DB0 21-07-2023 02:42:30
*B0 B1 0000001DB0 21-07-2023 03:42:30
*B0 B1 0000001DB0 21-07-2023 04:42:31
*B0 B1 0000001DB0 21-07-2023 05:42:31
*B0 B1 0000001DB0 21-07-2023 06:42:31
*B0 B1 0000001DB0 21-07-2023 07:42:31
*B0 B1 0000001DB0 21-07-2023 08:42:32
*B0 B1 0000001DB0 21-07-2023 09:42:32
*B0 B1 0000001DB0 21-07-2023 10:42:32
*B0 B1 0000001DB0 21-07-2023 11:42:32
*B0 B1 0000001DB0 21-07-2023 12:42:32
*B0 B1 0000001DB0 21-07-2023 14:42:33
*B0 B1 0000001DB0 21-07-2023 15:42:33
*B0 B1 0000001DB0 21-07-2023 16:42:33
*B0 B1 0000001DB0 21-07-2023 17:42:33
*B0 B1 0000001DB0 21-07-2023 18:42:33
*B0 B1 0000001DB0 21-07-2023 19:42:34
*B0 B1 0000001DB0 21-07-2023 20:42:34
*B0 B1 0000001DB0 21-07-2023 21:42:34
*B0 B1 0000001DB0 21-07-2023 22:42:34
*B0 B1 0000001DB0 22-07-2023 00:42:35
*B0 B1 0000001DB0 22-07-2023 01:42:35
*B0 B1 0000001DB0 22-07-2023 02:42:35
*B0 B1 0000001DB0 22-07-2023 03:42:36
*B0 B1 0000001DB0 22-07-2023 04:42:36
*B0 B1 0000001DB0 22-07-2023 05:42:36
*B0 B1 0000001DB0 22-07-2023 06:42:37
*B0 B1 0000001DB0 22-07-2023 07:42:37
*B0 B1 0000001DB0 22-07-2023 08:42:37
*B0 B1 0000001DB0 22-07-2023 09:42:37
*B0 B1 0000001DB0 22-07-2023 10:42:37
*B0 B1 0000001DB0 22-07-2023 11:42:38
*B0 B1 0000001DB0 22-07-2023 12:42:38
*B0 B1 0000001DB0 22-07-2023 15:42:38
*B0 B1 0000001DB0 22-07-2023 17:42:39
*B0 B1 0000001DB0 22-07-2023 18:42:39
*B0 B1 0000001DB0 22-07-2023 19:42:49
*B0 B1 0000001DB0 22-07-2023 20:42:39
*B0 B1 0000001DB0 22-07-2023 21:42:39
*B0 B1 0000001DB0 22-07-2023 22:42:40
*B0 B1 0000001DB0 22-07-2023 23:42:40
*B0 B1 0000001DB0 23-07-2023 00:42:40
*B0 B1 0000001DB0 23-07-2023 01:42:41
*B0 B1 0000001DB0 23-07-2023 02:42:41
*B0 B1 0000001DB0 23-07-2023 04:42:41
*B0 B1 0000001DB0 23-07-2023 05:42:42
*B0 B1 0000001DB0 23-07-2023 06:42:42
*B0 B1 0000001DB0 23-07-2023 07:42:42
*B0 B1 0000001DB0 23-07-2023 08:42:43
*B0 B1 0000001DB0 23-07-2023 09:42:43
*B0 B1 0000001DB0 23-07-2023 10:42:43
*B0 B1 0000001DB0 23-07-2023 11:42:43
*B0 B1 0000001DB0 23-07-2023 12:42:43
*B0 B1 0000001DB0 23-07-2023 13:42:43
*B0 B1 0000001DB0 23-07-2023 16:42:44
*B0 B1 0000001DB0 23-07-2023 17:42:44
*B0 B1 0000001DB0 23-07-2023 18:42:44
*B0 B1 0000001DB0 23-07-2023 19:42:44
*B0 B1 0000001DB0 23-07-2023 20:42:45
*B0 B1 0000001DB0 23-07-2023 21:42:45
*B0 B1 0000001DB0 23-07-2023 22:42:45
*B0 B1 0000001DB0 23-07-2023 23:42:45
*B0 B1 0000001DB0 24-07-2023 00:42:46
*B0 B1 0000001DB0 24-07-2023 02:42:46
*B0 B1 0000001DB0 24-07-2023 03:42:46
